"gene","uniprot","name","description","namespace"
"MAVS","Q7Z434","MAVS","mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MBOAT7","Q96N66","MBOAT7","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCAT","Q8IVS2","MCAT","malonyl-CoA-acyl carrier protein transacylase [Source:HGNC Symbol;Acc:HGNC:29622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCCC1","Q96RQ3","MCCC1","methylcrotonyl-CoA carboxylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:6936]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCCC2","Q9HCC0","MCCC2","methylcrotonyl-CoA carboxylase subunit 2 [Source:HGNC Symbol;Acc:HGNC:6937]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCCD1","P59942","MCCD1","mitochondrial coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:20668]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCEE","Q96PE7","MCEE","methylmalonyl-CoA epimerase [Source:HGNC Symbol;Acc:HGNC:16732]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCL1","Q07820","MCL1","MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCU","Q8NE86","MCU","mitochondrial calcium uniporter [Source:HGNC Symbol;Acc:HGNC:23526]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCUB","Q9NWR8","MCUB","mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCUR1","Q96AQ8","MCUR1","mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:HGNC:21097]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MDH2","P40926","MDH2","malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ME1","P48163","ME1","malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ME2","P23368","ME2","malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ME3","Q16798","ME3","malic enzyme 3 [Source:HGNC Symbol;Acc:HGNC:6985]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MECR","Q9BV79","MECR","mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METAP1D","Q6UB28","METAP1D","methionyl aminopeptidase type 1D, mitochondrial [Source:HGNC Symbol;Acc:HGNC:32583]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL13","Q8N6R0","METTL13","methyltransferase 13, eEF1A lysine and N-terminal methyltransferase [Source:HGNC Symbol;Acc:HGNC:24248]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL15","A6NJ78","METTL15","methyltransferase 15, mitochondrial 12S rRNA N4-cytidine [Source:HGNC Symbol;Acc:HGNC:26606]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL17","Q9H7H0","METTL17","methyltransferase like 17 [Source:HGNC Symbol;Acc:HGNC:19280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL4","Q8N3J2","METTL4","methyltransferase 4, N6-adenosine [Source:HGNC Symbol;Acc:HGNC:24726]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL8","Q9H825","METTL8","methyltransferase 8, methylcytidine [Source:HGNC Symbol;Acc:HGNC:25856]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL9","Q9H1A3","METTL9","methyltransferase 9, His-X-His N1-histidine [Source:HGNC Symbol;Acc:HGNC:24586]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFF","Q9GZY8","MFF","mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFN1","Q8IWA4","MFN1","mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFN2","O95140","MFN2","mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MGARP","Q8TDB4","MGARP","mitochondria localized glutamic acid rich protein [Source:HGNC Symbol;Acc:HGNC:29969]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MGME1","Q9BQP7","MGME1","mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:16205]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MGST1","P10620","MGST1","microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MICOS10","Q5TGZ0","MICOS10","mitochondrial contact site and cristae organizing system subunit 10 [Source:HGNC Symbol;Acc:HGNC:32068]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MICOS13","Q5XKP0","MICOS13","mitochondrial contact site and cristae organizing system subunit 13 [Source:HGNC Symbol;Acc:HGNC:33702]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MICU1","Q9BPX6","MICU1","mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:HGNC:1530]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MICU2","Q8IYU8","MICU2","mitochondrial calcium uptake 2 [Source:HGNC Symbol;Acc:HGNC:31830]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MICU3","Q86XE3","MICU3","mitochondrial calcium uptake family member 3 [Source:HGNC Symbol;Acc:HGNC:27820]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIEF1","Q9NQG6","MIEF1","mitochondrial elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:25979]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIEF1","L0R8F8","MIURF","mitochondrial elongation factor 1 upstream open reading frame [Source:NCBI gene (formerly Entrezgene);Acc:127898561]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIEF2","Q96C03","MIEF2","mitochondrial elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:17920]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIGA1","Q8NAN2","MIGA1","mitoguardin 1 [Source:HGNC Symbol;Acc:HGNC:24741]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIGA2","Q7L4E1","MIGA2","mitoguardin 2 [Source:HGNC Symbol;Acc:HGNC:23621]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIPEP","Q99797","MIPEP","mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MISFA","A0A0U1RRN3","MISFA","mitochondrial sheath formation associated [Source:HGNC Symbol;Acc:HGNC:44122]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIX23","Q4VC31","MIX23","mitochondrial matrix import factor 23 [Source:HGNC Symbol;Acc:HGNC:31136]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MLXIP","Q9HAP2","MLXIP","MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MLYCD","O95822","MLYCD","malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMAA","Q8IVH4","MMAA","metabolism of cobalamin associated A [Source:HGNC Symbol;Acc:HGNC:18871]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMAB","Q96EY8","MMAB","metabolism of cobalamin associated B [Source:HGNC Symbol;Acc:HGNC:19331]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMADHC","Q9H3L0","MMADHC","metabolism of cobalamin associated D [Source:HGNC Symbol;Acc:HGNC:25221]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMP2","P08253","MMP2","matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMUT","P22033","MMUT","methylmalonyl-CoA mutase [Source:HGNC Symbol;Acc:HGNC:7526]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MOAP1","Q96BY2","MOAP1","modulator of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:16658]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MOBP","Q13875","MOBP","myelin associated oligodendrocyte basic protein [Source:HGNC Symbol;Acc:HGNC:7189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPC1","Q9Y5U8","MPC1","mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPC1L","P0DKB6","MPC1L","mitochondrial pyruvate carrier 1 like [Source:HGNC Symbol;Acc:HGNC:44205]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPC2","O95563","MPC2","mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPG","P29372","MPG","N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPST","P25325","MPST","mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPV17","P39210","MPV17","mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPV17L","Q2QL34","MPV17L","MPV17 mitochondrial inner membrane protein like [Source:HGNC Symbol;Acc:HGNC:26827]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPV17L2","Q567V2","MPV17L2","MPV17 mitochondrial inner membrane protein like 2 [Source:HGNC Symbol;Acc:HGNC:28177]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRM1","Q6IN84","MRM1","mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRM2","Q9UI43","MRM2","mitochondrial rRNA methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16352]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRM3","Q9HC36","MRM3","mitochondrial rRNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18485]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL1","Q9BYD6","MRPL1","mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL10","Q7Z7H8","MRPL10","mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:14055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL11","Q9Y3B7","MRPL11","mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL12","P52815","MRPL12","mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL13","Q9BYD1","MRPL13","mitochondrial ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:14278]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL14","Q6P1L8","MRPL14","mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:14279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL15","Q9P015","MRPL15","mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL16","Q9NX20","MRPL16","mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL17","Q9NRX2","MRPL17","mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL18","Q9H0U6","MRPL18","mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL19","P49406","MRPL19","mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL2","Q5T653","MRPL2","mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL20","Q9BYC9","MRPL20","mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL21","Q7Z2W9","MRPL21","mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL22","Q9NWU5","MRPL22","mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL23","Q16540","MRPL23","mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL24","Q96A35","MRPL24","mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL27","Q9P0M9","MRPL27","mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL28","Q13084","MRPL28","mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:14484]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL3","P09001","MRPL3","mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL30","Q8TCC3","MRPL30","mitochondrial ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:14036]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL32","Q9BYC8","MRPL32","mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL33","O75394","MRPL33","mitochondrial ribosomal protein L33 [Source:HGNC Symbol;Acc:HGNC:14487]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL34","Q9BQ48","MRPL34","mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL35","Q9NZE8","MRPL35","mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL36","Q9P0J6","MRPL36","mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:14490]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL37","Q9BZE1","MRPL37","mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL38","Q96DV4","MRPL38","mitochondrial ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:14033]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL39","Q9NYK5","MRPL39","mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL4","Q9BYD3","MRPL4","mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL40","Q9NQ50","MRPL40","mitochondrial ribosomal protein L40 [Source:HGNC Symbol;Acc:HGNC:14491]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL41","Q8IXM3","MRPL41","mitochondrial ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:14492]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL42","Q9Y6G3","MRPL42","mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:HGNC:14493]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL43","Q8N983","MRPL43","mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL44","Q9H9J2","MRPL44","mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL45","None","None","None",""
"MRPL46","Q9H2W6","MRPL46","mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL47","Q9HD33","MRPL47","mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL48","Q96GC5","MRPL48","mitochondrial ribosomal protein L48 [Source:HGNC Symbol;Acc:HGNC:16653]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL49","Q13405","MRPL49","mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL50","Q8N5N7","MRPL50","mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL51","Q4U2R6","MRPL51","mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:HGNC:14044]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL52","Q86TS9","MRPL52","mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL53","Q96EL3","MRPL53","mitochondrial ribosomal protein L53 [Source:HGNC Symbol;Acc:HGNC:16684]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL54","Q6P161","MRPL54","mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL55","Q7Z7F7","MRPL55","mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL57","Q9BQC6","MRPL57","mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL58","Q14197","MRPL58","mitochondrial ribosomal protein L58 [Source:HGNC Symbol;Acc:HGNC:5359]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL9","Q9BYD2","MRPL9","mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS10","P82664","MRPS10","mitochondrial ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:14502]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS11","P82912","MRPS11","mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS12","O15235","MRPS12","mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS14","O60783","MRPS14","mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:14049]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS15","P82914","MRPS15","mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS16","Q9Y3D3","MRPS16","mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS17","Q9Y2R5","MRPS17","mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS18A","Q9NVS2","MRPS18A","mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:HGNC:14515]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS18B","Q9Y676","MRPS18B","mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS18C","Q9Y3D5","MRPS18C","mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS2","Q9Y399","MRPS2","mitochondrial ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:14495]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS21","P82921","MRPS21","mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS22","P82650","MRPS22","mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:HGNC:14508]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS23","Q9Y3D9","MRPS23","mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS24","Q96EL2","MRPS24","mitochondrial ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:14510]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS25","P82663","MRPS25","mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS26","Q9BYN8","MRPS26","mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:14045]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS27","Q92552","MRPS27","mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:14512]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS28","Q9Y2Q9","MRPS28","mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS30","Q9NP92","MRPS30","mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS31","Q92665","MRPS31","mitochondrial ribosomal protein S31 [Source:HGNC Symbol;Acc:HGNC:16632]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS33","Q9Y291","MRPS33","mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS34","P82930","MRPS34","mitochondrial ribosomal protein S34 [Source:HGNC Symbol;Acc:HGNC:16618]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS35","P82673","MRPS35","mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:HGNC:16635]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS36","P82909","MRPS36","mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:HGNC:16631]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS5","P82675","MRPS5","mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS6","P82932","MRPS6","mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
