"gene","uniprot","name","description","namespace"
"INTU","Q9ULD6","INTU","inturned planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:29239]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IST1","P53990","IST1","IST1 factor associated with ESCRT-III [Source:HGNC Symbol;Acc:HGNC:28977]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITGB3BP","Q13352","ITGB3BP","integrin subunit beta 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6157]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"JTB","O76095","JTB","jumping translocation breakpoint [Source:HGNC Symbol;Acc:HGNC:6201]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KAT2B","Q92831","KAT2B","lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KATNA1","O75449","KATNA1","katanin catalytic subunit A1 [Source:HGNC Symbol;Acc:HGNC:6216]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KATNB1","Q9BVA0","KATNB1","katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCTD11","Q693B1","KCTD11","potassium channel tetramerization domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21302]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF11","P52732","KIF11","kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF13A","Q9H1H9","KIF13A","kinesin family member 13A [Source:HGNC Symbol;Acc:HGNC:14566]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF14","Q15058","KIF14","kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF15","Q9NS87","KIF15","kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF18B","Q86Y91","KIF18B","kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF20B","Q96Q89","KIF20B","kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF22","Q14807","KIF22","kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF2A","O00139","KIF2A","kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF2B","Q8N4N8","KIF2B","kinesin family member 2B [Source:HGNC Symbol;Acc:HGNC:29443]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF2C","Q99661","KIF2C","kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIFC1","Q9BW19","KIFC1","kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIT","P10721","KIT","KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL13","Q9P2N7","KLHL13","kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL18","O94889","KLHL18","kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL21","Q9UJP4","KLHL21","kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL22","Q53GT1","KLHL22","kelch like family member 22 [Source:HGNC Symbol;Acc:HGNC:25888]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL42","Q9P2K6","KLHL42","kelch like family member 42 [Source:HGNC Symbol;Acc:HGNC:29252]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL9","Q9P2J3","KLHL9","kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLK10","O43240","KLK10","kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLLN","B2CW77","KLLN","killin, p53 regulated DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:37212]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KMT2E","Q8IZD2","KMT2E","lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KMT5A","Q9NQR1","KMT5A","lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KNL1","Q8NG31","KNL1","kinetochore scaffold 1 [Source:HGNC Symbol;Acc:HGNC:24054]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KNSTRN","Q9Y448","KNSTRN","kinetochore localized astrin (SPAG5) binding protein [Source:HGNC Symbol;Acc:HGNC:30767]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KNTC1","P50748","KNTC1","kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRT18","P05783","KRT18","keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LATS1","O95835","LATS1","large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LATS2","Q9NRM7","LATS2","large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:HGNC:6515]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LEF1","Q9UJU2","LEF1","lymphoid enhancer binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIG1","P18858","LIG1","DNA ligase 1 [Source:HGNC Symbol;Acc:HGNC:6598]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIG3","P49916","LIG3","DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIG4","P49917","LIG4","DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIN54","Q6MZP7","LIN54","lin-54 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:25397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIN9","Q5TKA1","LIN9","lin-9 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:30830]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIPA","P38571","LIPA","lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LLGL2","Q6P1M3","LLGL2","LLGL scribble cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:6629]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LMLN","Q96KR4","LMLN","leishmanolysin like peptidase [Source:HGNC Symbol;Acc:HGNC:15991]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRCC1","Q9C099","LRRCC1","leucine rich repeat and coiled-coil centrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:29373]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LZTS1","Q9Y250","LZTS1","leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAD1L1","Q9Y6D9","MAD1L1","mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAD2L1","Q13257","MAD2L1","mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAD2L2","Q9UI95","MAD2L2","mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAEA","Q7L5Y9","MAEA","macrophage erythroblast attacher, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:13731]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAP10","Q9P2G4","MAP10","microtubule associated protein 10 [Source:HGNC Symbol;Acc:HGNC:29265]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAP3K8","P41279","MAP3K8","mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAP4","P27816","MAP4","microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPK1","P28482","MAPK1","mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPK12","P53778","MAPK12","mitogen-activated protein kinase 12 [Source:HGNC Symbol;Acc:HGNC:6874]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPK13","O15264","MAPK13","mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPK3","P27361","MAPK3","mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPK4","P31152","MAPK4","mitogen-activated protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:6878]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPK6","Q16659","MAPK6","mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPK7","Q13164","MAPK7","mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:HGNC:6880]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPRE1","Q15691","MAPRE1","microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPRE2","Q15555","MAPRE2","microtubule associated protein RP/EB family member 2 [Source:HGNC Symbol;Acc:HGNC:6891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPRE3","Q9UPY8","MAPRE3","microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MARK4","Q96L34","MARK4","microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MARVELD1","Q9BSK0","MARVELD1","MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MASTL","Q96GX5","MASTL","microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAU2","Q9Y6X3","MAU2","MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:HGNC:29140]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCIDAS","D6RGH6","MCIDAS","multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:HGNC Symbol;Acc:HGNC:40050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCM5","P33992","MCM5","minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCM7","P33993","MCM7","minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCM8","Q9UJA3","MCM8","minichromosome maintenance 8 homologous recombination repair factor [Source:HGNC Symbol;Acc:HGNC:16147]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCMBP","Q9BTE3","MCMBP","minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCMDC2","Q4G0Z9","MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCPH1","Q8NEM0","MCPH1","microcephalin 1 [Source:HGNC Symbol;Acc:HGNC:6954]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCTS1","Q9ULC4","MCTS1","MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MDM2","Q00987","MDM2","MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MEIOSIN","C9JSJ3","MEIOSIN","meiosis initiator [Source:HGNC Symbol;Acc:HGNC:44318]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MEN1","O00255","MEN1","menin 1 [Source:HGNC Symbol;Acc:HGNC:7010]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MICAL3","Q7RTP6","MICAL3","microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIS12","Q9H081","MIS12","MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24967]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIS18A","Q9NYP9","MIS18A","MIS18 kinetochore protein A [Source:HGNC Symbol;Acc:HGNC:1286]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIS18BP1","Q6P0N0","MIS18BP1","MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MISP","Q8IVT2","MISP","mitotic spindle positioning [Source:HGNC Symbol;Acc:HGNC:27000]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MKI67","P46013","MKI67","marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MLF1","P58340","MLF1","myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MNS1","Q8NEH6","MNS1","meiosis specific nuclear structural 1 [Source:HGNC Symbol;Acc:HGNC:29636]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPLKIP","Q8TAP9","MPLKIP","M-phase specific PLK1 interacting protein [Source:HGNC Symbol;Acc:HGNC:16002]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL41","Q8IXM3","MRPL41","mitochondrial ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:14492]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTBP","Q96DY7","MTBP","MDM2 binding protein [Source:HGNC Symbol;Acc:HGNC:7417]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYB","P10242","MYB","MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYBL1","P10243","MYBL1","MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYBL2","P10244","MYBL2","MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYOG","P15173","MYOG","myogenin [Source:HGNC Symbol;Acc:HGNC:7612]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NASP","P49321","NASP","nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NBN","O60934","NBN","nibrin [Source:HGNC Symbol;Acc:HGNC:7652]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCAPD2","Q15021","NCAPD2","non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCAPD3","P42695","NCAPD3","non-SMC condensin II complex subunit D3 [Source:HGNC Symbol;Acc:HGNC:28952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCAPG","Q9BPX3","NCAPG","non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCAPG2","Q86XI2","NCAPG2","non-SMC condensin II complex subunit G2 [Source:HGNC Symbol;Acc:HGNC:21904]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCAPH","Q15003","NCAPH","non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDC80","O14777","NDC80","NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDE1","Q9NXR1","NDE1","nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDP","Q00604","NDP","norrin cystine knot growth factor NDP [Source:HGNC Symbol;Acc:HGNC:7678]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEDD1","Q8NHV4","NEDD1","NEDD1 gamma-tubulin ring complex targeting factor [Source:HGNC Symbol;Acc:HGNC:7723]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEDD9","Q14511","NEDD9","neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEK1","Q96PY6","NEK1","NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEK2","P51955","NEK2","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEK3","P51956","NEK3","NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEK4","P51957","NEK4","NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEK6","Q9HC98","NEK6","NIMA related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEK9","Q8TD19","NEK9","NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NLE1","Q9NVX2","NLE1","notchless homolog 1 [Source:HGNC Symbol;Acc:HGNC:19889]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOLC1","Q14978","NOLC1","nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOTCH1","P46531","NOTCH1","notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NR3C1","P04150","NR3C1","nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NRDE2","Q9H7Z3","NRDE2","NRDE-2, necessary for RNA interference, domain containing [Source:HGNC Symbol;Acc:HGNC:20186]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NSL1","Q96IY1","NSL1","NSL1 component of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24548]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NSMCE2","Q96MF7","NSMCE2","NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase [Source:HGNC Symbol;Acc:HGNC:26513]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NSUN2","Q08J23","NSUN2","NOP2/Sun RNA methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:25994]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUDC","Q9Y266","NUDC","nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUDT15","Q9NV35","NUDT15","nudix hydrolase 15 [Source:HGNC Symbol;Acc:HGNC:23063]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUF2","Q9BZD4","NUF2","NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUMA1","Q14980","NUMA1","nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUMB","P49757","NUMB","NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUMBL","Q9Y6R0","NUMBL","NUMB like endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUP214","P35658","NUP214","nucleoporin 214 [Source:HGNC Symbol;Acc:HGNC:8064]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUP37","Q8NFH4","NUP37","nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUP43","Q8NFH3","NUP43","nucleoporin 43 [Source:HGNC Symbol;Acc:HGNC:21182]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUP88","Q99567","NUP88","nucleoporin 88 [Source:HGNC Symbol;Acc:HGNC:8067]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUPR2","A6NF83","NUPR2","nuclear protein 2, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:44164]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OIP5","O43482","OIP5","Opa interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:20300]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OSGIN2","Q9Y236","OSGIN2","oxidative stress induced growth inhibitor family member 2 [Source:HGNC Symbol;Acc:HGNC:1355]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PADI6","Q6TGC4","PADI6","peptidyl arginine deiminase 6 [Source:HGNC Symbol;Acc:HGNC:20449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAFAH1B1","P43034","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAK4","O96013","PAK4","p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARD3","Q8TEW0","PARD3","par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARD3B","Q8TEW8","PARD3B","par-3 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:14446]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARD6A","Q9NPB6","PARD6A","par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARD6B","Q9BYG5","PARD6B","par-6 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:16245]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARD6G","Q9BYG4","PARD6G","par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:HGNC:16076]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
